time,goal_dependency,memory_confidence,temporal_delay,delay_factor,conflict_score,rolling_conflict,recovery_state,recovery_action,action_numeric,execution_safety
64,0.550375774671826,0.7359925898236056,6.596300759668118,1.329815037983406,0.19322649066204234,0.14360391581062057,clear,execute,1,0.8563960841893794
65,0.5706872008571247,0.7516374691039763,7.294905246025879,1.364745262301294,0.19343533262426585,0.15328728986974977,clear,execute,1,0.8467127101302503
66,0.53183969635259,0.7421263672209761,5.548061231535916,1.2774030615767957,0.17519255278736667,0.15713011027262472,clear,execute,1,0.8428698897273753
67,0.5681059869367607,0.7316667691856572,6.988841167998751,1.3494420583999376,0.20571126156727243,0.1672383679634487,clear,execute,1,0.8327616320365513
68,0.552849080751429,0.7861363560070274,7.40673958947967,1.3703369794739835,0.1620208595517214,0.16809320488992074,clear,execute,1,0.8319067951100793
69,0.5266464073618463,0.7461245427740238,5.273008410861508,1.2636504205430754,0.16895334351486235,0.17034755701937065,clear,execute,1,0.8296524429806293
70,0.5608418681652525,0.6984779011416239,5.853393189867379,1.2926696594933689,0.21859847622790374,0.18140530598608823,memory_needed,retrieve_memory,2,0.78
71,0.6001410969939791,0.7469465486763693,5.288614257791919,1.264430712889596,0.19202628011518577,0.18864557463132758,memory_needed,retrieve_memory,2,0.78
72,0.5569252188267015,0.7710539049253158,6.824474532444354,1.3412237266222178,0.17101387680079255,0.18586899789867134,memory_needed,retrieve_memory,2,0.78
73,0.6089393096744202,0.7378116315137786,7.73403380463677,1.3867016902318385,0.2213963601172688,0.18936412633529673,memory_needed,retrieve_memory,2,0.78
74,0.48740764687730775,0.6680157508511496,8.481885641676822,1.4240942820838411,0.23043506217008355,0.19626944000813631,memory_needed,retrieve_memory,2,0.78
75,0.5946570751312568,0.6878941481783437,7.459275824335821,1.3729637912167911,0.2548165232318944,0.20240759771621405,memory_needed,retrieve_memory,2,0.78
76,0.5766114120471452,0.7256727787296655,8.822892436457034,1.4411446218228516,0.2279605537605175,0.21065005949231358,memory_needed,retrieve_memory,2,0.78
77,0.5690297794860241,0.6703082633595304,6.535918833428086,1.3267959416714044,0.2489127780523213,0.22064498880949596,memory_needed,retrieve_memory,2,0.78
78,0.5847528232960651,0.6930954857036556,6.397294048515876,1.319864702425794,0.2368672502599576,0.22292858556350267,memory_needed,retrieve_memory,2,0.78
79,0.5263729325619733,0.6953658513357334,7.835561840882705,1.3917780920441354,0.2231732457053772,0.2268219562622766,memory_needed,retrieve_memory,2,0.78
80,0.5834098433648747,0.6468267382105478,8.307252359151446,1.4153626179575722,0.29162804716693885,0.2418987275580449,memory_needed,retrieve_memory,2,0.78
81,0.6047133771453524,0.6625118660984549,8.093844201524727,1.4046922100762362,0.28667462795095044,0.25005851103725507,memory_needed,retrieve_memory,2,0.78
82,0.6423368213422455,0.5769683164982731,6.586046319968099,1.329302315998405,0.3612097589317467,0.266405348132463,memory_needed,retrieve_memory,2,0.78
83,0.5864518934517906,0.6263903089666427,8.288703968389768,1.4144351984194885,0.3099085663185776,0.27329185351829843,memory_needed,retrieve_memory,2,0.78
84,0.5817451919132044,0.6396857962151709,7.436424399596118,1.3718212199798059,0.28754889405540796,0.2807403960551597,memory_needed,retrieve_memory,2,0.78
85,0.5949472886924639,0.6088054204508788,9.13573803906403,1.4567869019532016,0.33905280856706205,0.2920078998695023,memory_needed,retrieve_memory,2,0.78
86,0.6414620635310622,0.6748102825982909,9.013278596877477,1.450663929843874,0.30260395107264426,0.30022498747108817,memory_needed,retrieve_memory,2,0.78
87,0.6278625332897906,0.5922464655509841,8.088096170938115,1.4044048085469059,0.3595461229223844,0.317271597123214,memory_needed,retrieve_memory,2,0.78
88,0.6061071938869889,0.6109988878325754,8.548906466130646,1.4274453233065323,0.3365578802923095,0.3228878262638854,memory_needed,retrieve_memory,2,0.78
89,0.6413980229934007,0.6192685144321523,8.23262918248884,1.4116314591244419,0.3447209982166108,0.3301436225470929,memory_needed,retrieve_memory,2,0.78
90,0.6829123264804413,0.6460318322266528,9.149856722181461,1.457492836109073,0.3523186136488222,0.3290322293867274,memory_needed,retrieve_memory,2,0.78
91,0.7120593497159867,0.568103446220514,10.084113856400991,1.5042056928200496,0.4625973707029442,0.34811832993477315,memory_needed,retrieve_memory,2,0.78
92,0.6649384071836795,0.6270790938038739,8.651419162931564,1.4325709581465782,0.3552338087561403,0.35657894427236475,memory_needed,retrieve_memory,2,0.78
93,0.679170135602067,0.5922558265254897,9.963237212414274,1.4981618606207137,0.4148824667371197,0.3660576515436219,conflict_detected,compare_context,3,0.86
94,0.6802367554060353,0.5614622837238012,9.255793905302047,1.4627896952651023,0.43636402345966596,0.38277766059199964,conflict_detected,compare_context,3,0.86
95,0.6510945515560365,0.5915525868565817,9.165701734190126,1.4582850867095063,0.38781325211652423,0.3863110517412671,conflict_detected,compare_context,3,0.86
96,0.7068836083119373,0.5809764923893367,9.834375712036353,1.4917187856018177,0.4418483708053062,0.3994723630553917,conflict_detected,compare_context,3,0.86
97,0.7088316581653967,0.55699457807103,9.2118061420645,1.460590307103225,0.4586491170245844,0.4137133779063884,conflict_detected,compare_context,3,0.86
98,0.7041534036992739,0.5697450521247505,9.717080555722255,1.4858540277861128,0.4501624876604251,0.4259438621578388,conflict_detected,compare_context,3,0.86
99,0.6999623859987457,0.554367160078456,9.321697685928921,1.466084884296446,0.4573103248235811,0.42528298142291837,conflict_detected,compare_context,3,0.86
100,0.6675388777384876,0.5628379336312811,11.97178010633311,1.5985890053166556,0.4665045200346313,0.43919182033272974,conflict_detected,compare_context,3,0.86
101,0.7003806403170393,0.5725532668630261,10.548210841577383,1.527410542078869,0.4572691674394761,0.44449015792052426,conflict_detected,compare_context,3,0.86
102,0.705718564504197,0.5916504204036337,10.080219593605932,1.5040109796802965,0.43342570233241523,0.44412286777961796,conflict_detected,compare_context,3,0.86
103,0.6949316819233515,0.5170546125293287,10.931183928587377,1.5465591964293688,0.5190469960848402,0.4605270857756575,conflict_detected,compare_context,3,0.86
104,0.7171614286500199,0.5973258343664066,10.790137560247334,1.5395068780123666,0.4445824601144407,0.46086884693929925,conflict_detected,compare_context,3,0.86
105,0.7371215257044362,0.4911978050119374,10.823224320373422,1.5411612160186712,0.5780110503520441,0.4757890886052317,conflict_detected,compare_context,3,0.86
106,0.784585577036316,0.5322053726241104,11.59133336003474,1.579566668001737,0.5797403262526579,0.4919863184292608,conflict_detected,compare_context,3,0.86
107,0.7362373343849553,0.5467079301621143,11.806006168037843,1.590300308401892,0.5307317889471918,0.5011640014447122,conflict_detected,compare_context,3,0.86
108,0.741726511721683,0.5350247966933758,10.875599081911579,1.543779954095579,0.5324256781367759,0.5094041462074802,conflict_detected,compare_context,3,0.86
109,0.7347666225270151,0.508432512004485,10.939345407484256,1.5469672703742128,0.5587450598161811,0.5220886327545684,conflict_detected,compare_context,3,0.86
110,0.6824368635410287,0.5147969437410681,11.279958642278684,1.5639979321139341,0.5178717020426391,0.5326443827183464,conflict_detected,compare_context,3,0.86
111,0.7422045837365236,0.5036749766335292,9.758463068211531,1.4879231534105766,0.548113256220318,0.5362776652352811,conflict_detected,compare_context,3,0.86
112,0.7478069062982308,0.49726588107639474,10.487847150241157,1.524392357512058,0.5730923283922054,0.5523413987700017,confirmation_required,ask_confirmation,4,0.94
113,0.8228972633745587,0.5292400524255256,12.89349941395562,1.644674970697781,0.6371258222201749,0.559730745253518,confirmation_required,ask_confirmation,4,0.94
114,0.7462291710565663,0.5129253871491262,13.215974170801028,1.6607987085400513,0.6036493184417219,0.5627193692771509,confirmation_required,ask_confirmation,4,0.94
115,0.7640464202700084,0.4826772601184836,11.800771168354897,1.5900385584177448,0.6284763947196201,0.5749374449987046,confirmation_required,ask_confirmation,4,0.94
116,0.7569586469088427,0.5184899968858312,12.561245570444612,1.6280622785222305,0.5934012846532581,0.5825593958132649,confirmation_required,ask_confirmation,4,0.94
117,0.7259396588714141,0.4996824880219152,12.449000123634828,1.6224500061817415,0.5892743678748239,0.5863755593205952,confirmation_required,ask_confirmation,4,0.94
118,0.7982846844354506,0.508321552970974,14.76310464676419,1.7381552323382095,0.6822248404863849,0.6069197016260635,confirmation_required,ask_confirmation,4,0.94
119,0.7895579909806032,0.4997407210480903,13.295659929147662,1.664782996457383,0.6575621663810747,0.620600815396158,confirmation_required,ask_confirmation,4,0.94
120,0.7937309584112914,0.4592751247269482,12.397665926815387,1.6198832963407694,0.6952378309973533,0.6358690032218015,confirmation_required,ask_confirmation,4,0.94
121,0.7457183763561579,0.46199547399507573,11.835567647519659,1.591778382375983,0.6386212667145282,0.6360559337835957,confirmation_required,ask_confirmation,4,0.94
122,0.818083829328083,0.49068234012808154,11.414842943793941,1.570742147189697,0.654472556624471,0.6424088385564393,confirmation_required,ask_confirmation,4,0.94
123,0.7369444681162316,0.4832592566358366,12.962770908693779,1.6481385454346889,0.6276263741656815,0.6423025859871969,confirmation_required,ask_confirmation,4,0.94
124,0.7996057128140082,0.46347746015089625,12.294919403772557,1.6147459701886278,0.692736497548469,0.6547194875990983,confirmation_required,ask_confirmation,4,0.94
125,0.8507136687742993,0.46293318458271954,11.86219703232186,1.593109851616093,0.7278760890202246,0.6720447027422733,confirmation_required,ask_confirmation,4,0.94
126,0.7582839102460794,0.48794162239471056,12.582741692605978,1.6291370846302988,0.6325705173800635,0.6658379123539832,confirmation_required,ask_confirmation,4,0.94
127,0.7740110681119169,0.4372107152791042,12.334761597108484,1.6167380798554243,0.7042594101635896,0.6716750678267975,confirmation_required,ask_confirmation,4,0.94
128,0.7969895409526293,0.4616774345292509,14.649713308058052,1.7324856654029026,0.7433012395632249,0.6776829938975315,confirmation_required,ask_confirmation,4,0.94
129,0.781895730376514,0.4389451836891526,14.10531180555956,1.705265590277978,0.7480767638077025,0.6913649310341783,confirmation_required,ask_confirmation,4,0.94
130,0.773480097068016,0.43455796991931944,13.493621886946706,1.6746810943473354,0.7324354358362237,0.7011102909356474,confirmation_required,ask_confirmation,4,0.94
131,0.8240568892441807,0.4634694212996797,14.78395531111202,1.739197765555601,0.7689544989281297,0.7187763065309535,confirmation_required,ask_confirmation,4,0.94
132,0.7921308885882168,0.4526354087247007,13.761894646118094,1.6880947323059048,0.7319315417658685,0.7236756870581283,confirmation_required,ask_confirmation,4,0.94
133,0.8402077729190554,0.4483377409000159,13.11097263893739,1.6555486319468695,0.7673648663891367,0.7286117842292424,confirmation_required,ask_confirmation,4,0.94
134,0.8004172729729858,0.4566369701788582,15.118499261815726,1.7559249630907863,0.7636818885749508,0.7450007056286033,confirmation_required,ask_confirmation,4,0.94
135,0.8764980321505261,0.400525096040819,14.431128034947728,1.7215564017473863,0.9045721401815817,0.7700397968808523,confirmation_required,ask_confirmation,4,0.94
136,0.8085024012299129,0.4140488242823741,13.270203076538834,1.6635101538269417,0.7880761786359286,0.7756366642649403,confirmation_required,ask_confirmation,4,0.94
137,0.8243381545138297,0.3862433310851636,14.047729057533113,1.7023864528766557,0.8613105768381722,0.789790890893749,confirmation_required,ask_confirmation,4,0.94
138,0.8604055165210901,0.39910415881221106,13.599505397292194,1.6799752698646098,0.8685708964804837,0.8068078234742815,confirmation_required,ask_confirmation,4,0.94
139,0.8010740705069813,0.3847464236408079,13.29376021522853,1.6646880107614266,0.820464270369012,0.8132465449043917,confirmation_required,ask_confirmation,4,0.94
140,0.8468237980381238,0.387424899124818,15.240942038025313,1.7620471019012656,0.9140499055085611,0.8360113403722285,confirmation_required,ask_confirmation,4,0.94
141,0.8812142826284728,0.39687892563592286,16.127533312376105,1.8063766656188052,0.9600510920508304,0.8600971185799401,confirmation_required,ask_confirmation,4,0.94
142,0.7957755029631631,0.3585444829191632,13.581145940944687,1.6790572970472344,0.8570824986661115,0.8717721948413352,confirmation_required,ask_confirmation,4,0.94
143,0.8515390157559691,0.42830968189213653,15.250375389352458,1.762518769467623,0.8580234138214766,0.865953604046322,confirmation_required,ask_confirmation,4,0.94
144,0.8557964838274527,0.34784956546250745,14.37948594470254,1.718974297235127,0.9593733909736621,0.8873657555885388,confirmation_required,ask_confirmation,4,0.94
145,0.8734546861533193,0.3396452846803067,14.610299692988242,1.7305149846494121,0.998143600626664,0.9044698835621002,confirmation_required,ask_confirmation,4,0.94
146,0.8148914786736575,0.39595277183750166,14.626084860608906,1.7313042430304453,0.8522049757566641,0.9024241434716227,confirmation_required,ask_confirmation,4,0.94
147,0.8143863016074717,0.3837915673490734,14.508807384256146,1.7254403692128073,0.8658806849217674,0.9081011952907172,confirmation_required,ask_confirmation,4,0.94
148,0.8716582469685069,0.37660299542630393,15.338817302355862,1.7669408651177931,0.9601364774313506,0.9138620167810659,confirmation_required,ask_confirmation,4,0.94
149,0.8669095401969956,0.37370863773160706,14.73523990687117,1.7367619953435585,0.9429540093620103,0.9117248814449633,confirmation_required,ask_confirmation,4,0.94
150,0.8675147855103763,0.35469383067882715,15.716365460623871,1.7858182730311936,0.999723647463259,0.9295550250446067,confirmation_required,ask_confirmation,4,0.94
151,0.8723934462849092,0.32956864071285424,15.559809512440692,1.7779904756220346,1.0399109343007482,0.9522909651045157,confirmation_required,ask_confirmation,4,0.94
152,0.8435992583526453,0.3508951139548432,15.508841562506872,1.7754420781253435,0.9722043859030944,0.9538948394706948,confirmation_required,ask_confirmation,4,0.94
153,0.8729676109148301,0.32907095721219726,15.073949070366723,1.753697453518336,1.027139412282366,0.9575193159276575,confirmation_required,ask_confirmation,4,0.94
154,0.8767921741989604,0.3673779933354438,15.438582935545334,1.7719291467772667,0.982850158988772,0.973849963831671,confirmation_required,ask_confirmation,4,0.94
155,0.848569457459209,0.33632356546244657,16.604312980660605,1.8302156490330304,1.0307327083939206,0.9944564667656901,confirmation_required,ask_confirmation,4,0.94
156,0.9279732353343427,0.31636257008018726,16.500733750099506,1.8250366875049753,1.157798233141789,1.019164186229495,confirmation_required,ask_confirmation,4,0.94
157,0.8882149876273536,0.3259653539586752,15.417955804161158,1.7708977902080578,1.0602146803175003,1.0338217700989312,confirmation_required,ask_confirmation,4,0.94
158,0.8402608950839205,0.34132328635689063,16.379465844343382,1.818973292217169,1.0067294766755102,1.0346974987504627,confirmation_required,ask_confirmation,4,0.94
159,0.8976966082590149,0.31390688617990065,17.00110969869743,1.8500554849348716,1.1394555766318468,1.04714057904185,confirmation_required,ask_confirmation,4,0.94
160,0.8507595498931803,0.30444449011083924,15.164475775102902,1.758223788755145,1.0404297929545214,1.0556687549232784,confirmation_required,ask_confirmation,4,0.94
161,0.9056125381122735,0.3280921802872978,17.03468815390395,1.8517344076951976,1.1267584365997199,1.0681211329629476,confirmation_required,ask_confirmation,4,0.94
162,0.918757867370222,0.32512416427771806,16.16990099284332,1.8084950496421661,1.1213528045756296,1.0854339636613046,confirmation_required,ask_confirmation,4,0.94
163,0.8613795304494486,0.30332642061572174,17.25647893487453,1.8628239467437264,1.1178813223364832,1.096327540404125,confirmation_required,ask_confirmation,4,0.94
164,0.9169012838773296,0.3012240423595419,16.289392674765985,1.8144696337382993,1.1625462492456669,1.0969210424171096,confirmation_required,ask_confirmation,4,0.94
165,0.9023834278080949,0.315801248433941,15.556094319468384,1.7778047159734192,1.0976337247724586,1.1015984229739795,confirmation_required,ask_confirmation,4,0.94
166,0.9166618047998346,0.27079789146256694,15.797966049693471,1.7898983024846735,1.1964248025224469,1.1253103387048466,confirmation_required,ask_confirmation,4,0.94
167,0.9509037894796183,0.26881340564058614,17.238467957329107,1.8619233978664553,1.2945731879657354,1.1447000401215828,confirmation_required,ask_confirmation,4,0.94
168,0.8886383565199137,0.28303889446868913,17.507778001377186,1.8753889000688593,1.194846160379421,1.1640020860496951,confirmation_required,ask_confirmation,4,0.94
169,0.8753879150692753,0.29266382120720386,16.67654669991647,1.8338273349958236,1.135494044451455,1.165094037031162,confirmation_required,ask_confirmation,4,0.94
170,0.8733145671112342,0.30277268913995015,18.0108739670219,1.900543698351095,1.157238714863251,1.1695797758171147,confirmation_required,ask_confirmation,4,0.94
171,0.8775256914510368,0.32888390542373885,16.270783950184832,1.8135391975092416,1.0680324329486082,1.1633486646436304,confirmation_required,ask_confirmation,4,0.94
172,0.9016869487175768,0.31044149058005055,17.647136161082145,1.8823568080541073,1.170385290544196,1.1643285448059464,confirmation_required,ask_confirmation,4,0.94
173,0.9162345592444993,0.28200153675091433,16.831187040190034,1.8415593520095017,1.2114790376691948,1.1785592089180383,confirmation_required,ask_confirmation,4,0.94
174,0.9163007239799005,0.2825245948024328,17.37853111375827,1.8689265556879135,1.2286757388916334,1.1825905759641868,confirmation_required,ask_confirmation,4,0.94
175,0.9348154974710806,0.2549367658840548,18.03791893705313,1.9018959468526566,1.3246641705566,1.1863519487880447,confirmation_required,ask_confirmation,4,0.94
176,0.9123900567563371,0.27653717160019026,17.41166930777284,1.870583465388642,1.2347352782947416,1.19133808852746,confirmation_required,ask_confirmation,4,0.94
177,0.9576060223147195,0.26678353402699656,17.89235556461614,1.894617778230807,1.3302727237594538,1.2156854234409598,confirmation_required,ask_confirmation,4,0.94
178,0.9080602950028612,0.27906796400845224,19.105034247371552,1.9552517123685775,1.2800050589224126,1.231031216448355,confirmation_required,ask_confirmation,4,0.94
179,0.9996050749976885,0.24731922641119194,17.93848650438148,1.896924325219074,1.4272146031303294,1.2759289877210702,confirmation_required,ask_confirmation,4,0.94
